frame_size,page_fault,hit_rate,miss_rate
811,251.000000,0.749000,0.251000
812,251.000000,0.749000,0.251000
813,251.000000,0.749000,0.251000
814,251.000000,0.749000,0.251000
815,251.000000,0.749000,0.251000
816,251.000000,0.749000,0.251000
817,251.000000,0.749000,0.251000
818,251.000000,0.749000,0.251000
819,251.000000,0.749000,0.251000
820,251.000000,0.749000,0.251000
821,251.000000,0.749000,0.251000
822,251.000000,0.749000,0.251000
823,251.000000,0.749000,0.251000
824,251.000000,0.749000,0.251000
825,251.000000,0.749000,0.251000
826,251.000000,0.749000,0.251000
827,251.000000,0.749000,0.251000
828,251.000000,0.749000,0.251000
829,251.000000,0.749000,0.251000
830,251.000000,0.749000,0.251000
831,251.000000,0.749000,0.251000
832,251.000000,0.749000,0.251000
833,251.000000,0.749000,0.251000
834,251.000000,0.749000,0.251000
835,251.000000,0.749000,0.251000
836,251.000000,0.749000,0.251000
837,251.000000,0.749000,0.251000
838,251.000000,0.749000,0.251000
839,251.000000,0.749000,0.251000
840,251.000000,0.749000,0.251000
841,251.000000,0.749000,0.251000
842,251.000000,0.749000,0.251000
843,251.000000,0.749000,0.251000
844,251.000000,0.749000,0.251000
845,251.000000,0.749000,0.251000
846,251.000000,0.749000,0.251000
847,251.000000,0.749000,0.251000
848,251.000000,0.749000,0.251000
849,251.000000,0.749000,0.251000
850,251.000000,0.749000,0.251000
851,251.000000,0.749000,0.251000
852,251.000000,0.749000,0.251000
853,251.000000,0.749000,0.251000
854,251.000000,0.749000,0.251000
855,251.000000,0.749000,0.251000
856,251.000000,0.749000,0.251000
857,251.000000,0.749000,0.251000
858,251.000000,0.749000,0.251000
859,251.000000,0.749000,0.251000
860,251.000000,0.749000,0.251000
861,251.000000,0.749000,0.251000
862,251.000000,0.749000,0.251000
863,251.000000,0.749000,0.251000
864,251.000000,0.749000,0.251000
865,251.000000,0.749000,0.251000
866,251.000000,0.749000,0.251000
867,251.000000,0.749000,0.251000
868,251.000000,0.749000,0.251000
869,251.000000,0.749000,0.251000
870,251.000000,0.749000,0.251000
871,251.000000,0.749000,0.251000
872,251.000000,0.749000,0.251000
873,251.000000,0.749000,0.251000
874,251.000000,0.749000,0.251000
875,251.000000,0.749000,0.251000
876,251.000000,0.749000,0.251000
877,251.000000,0.749000,0.251000
878,251.000000,0.749000,0.251000
879,251.000000,0.749000,0.251000
880,251.000000,0.749000,0.251000
881,251.000000,0.749000,0.251000
882,251.000000,0.749000,0.251000
883,251.000000,0.749000,0.251000
884,251.000000,0.749000,0.251000
885,251.000000,0.749000,0.251000
886,251.000000,0.749000,0.251000
887,251.000000,0.749000,0.251000
888,251.000000,0.749000,0.251000
889,251.000000,0.749000,0.251000
890,251.000000,0.749000,0.251000
891,251.000000,0.749000,0.251000
892,251.000000,0.749000,0.251000
893,251.000000,0.749000,0.251000
894,251.000000,0.749000,0.251000
895,251.000000,0.749000,0.251000
896,251.000000,0.749000,0.251000
897,251.000000,0.749000,0.251000
898,251.000000,0.749000,0.251000
899,251.000000,0.749000,0.251000
900,251.000000,0.749000,0.251000
901,251.000000,0.749000,0.251000
902,251.000000,0.749000,0.251000
903,251.000000,0.749000,0.251000
904,251.000000,0.749000,0.251000
905,251.000000,0.749000,0.251000
906,251.000000,0.749000,0.251000
907,251.000000,0.749000,0.251000
908,251.000000,0.749000,0.251000
909,251.000000,0.749000,0.251000
910,251.000000,0.749000,0.251000
911,251.000000,0.749000,0.251000
912,251.000000,0.749000,0.251000
913,251.000000,0.749000,0.251000
914,251.000000,0.749000,0.251000
915,251.000000,0.749000,0.251000
916,251.000000,0.749000,0.251000
917,251.000000,0.749000,0.251000
918,251.000000,0.749000,0.251000
919,251.000000,0.749000,0.251000
920,251.000000,0.749000,0.251000
921,251.000000,0.749000,0.251000
922,251.000000,0.749000,0.251000
923,251.000000,0.749000,0.251000
924,251.000000,0.749000,0.251000
925,251.000000,0.749000,0.251000
926,251.000000,0.749000,0.251000
927,251.000000,0.749000,0.251000
928,251.000000,0.749000,0.251000
929,251.000000,0.749000,0.251000
930,251.000000,0.749000,0.251000
931,251.000000,0.749000,0.251000
932,251.000000,0.749000,0.251000
933,251.000000,0.749000,0.251000
934,251.000000,0.749000,0.251000
935,251.000000,0.749000,0.251000
936,251.000000,0.749000,0.251000
937,251.000000,0.749000,0.251000
938,251.000000,0.749000,0.251000
939,251.000000,0.749000,0.251000
940,251.000000,0.749000,0.251000
941,251.000000,0.749000,0.251000
942,251.000000,0.749000,0.251000
943,251.000000,0.749000,0.251000
944,251.000000,0.749000,0.251000
945,251.000000,0.749000,0.251000
946,251.000000,0.749000,0.251000
947,251.000000,0.749000,0.251000
948,251.000000,0.749000,0.251000
949,251.000000,0.749000,0.251000
950,251.000000,0.749000,0.251000
951,251.000000,0.749000,0.251000
952,251.000000,0.749000,0.251000
953,251.000000,0.749000,0.251000
954,251.000000,0.749000,0.251000
955,251.000000,0.749000,0.251000
956,251.000000,0.749000,0.251000
957,251.000000,0.749000,0.251000
958,251.000000,0.749000,0.251000
959,251.000000,0.749000,0.251000
960,251.000000,0.749000,0.251000
961,251.000000,0.749000,0.251000
962,251.000000,0.749000,0.251000
963,251.000000,0.749000,0.251000
964,251.000000,0.749000,0.251000
965,251.000000,0.749000,0.251000
966,251.000000,0.749000,0.251000
967,251.000000,0.749000,0.251000
968,251.000000,0.749000,0.251000
969,251.000000,0.749000,0.251000
970,251.000000,0.749000,0.251000
971,251.000000,0.749000,0.251000
972,251.000000,0.749000,0.251000
973,251.000000,0.749000,0.251000
974,251.000000,0.749000,0.251000
975,251.000000,0.749000,0.251000
976,251.000000,0.749000,0.251000
977,251.000000,0.749000,0.251000
978,251.000000,0.749000,0.251000
979,251.000000,0.749000,0.251000
980,251.000000,0.749000,0.251000
981,251.000000,0.749000,0.251000
982,251.000000,0.749000,0.251000
983,251.000000,0.749000,0.251000
984,251.000000,0.749000,0.251000
985,251.000000,0.749000,0.251000
986,251.000000,0.749000,0.251000
987,251.000000,0.749000,0.251000
988,251.000000,0.749000,0.251000
989,251.000000,0.749000,0.251000
990,251.000000,0.749000,0.251000
991,251.000000,0.749000,0.251000
992,251.000000,0.749000,0.251000
993,251.000000,0.749000,0.251000
994,251.000000,0.749000,0.251000
995,251.000000,0.749000,0.251000
996,251.000000,0.749000,0.251000
997,251.000000,0.749000,0.251000
998,251.000000,0.749000,0.251000
999,251.000000,0.749000,0.251000
